Gene_ID,Gene_Symbol,Chromosome,Gene_Type,Gene_RefSeq_Status,RNA_RefSeq_Status,Gene_Length_bp
100289087,TSPY10,Y,protein-coding,VALIDATED,VALIDATED,2797
64591,TSPY2,Y,protein-coding,VALIDATED,VALIDATED,2798
728137,TSPY3,Y,protein-coding,VALIDATED,VALIDATED,2804
728395,TSPY4,Y,protein-coding,VALIDATED,VALIDATED,2797
728403,TSPY8,Y,protein-coding,VALIDATED,VALIDATED,2772
7259,TSPYL1,6,protein-coding,REVIEWED,REVIEWED,5259
64061,TSPYL2,X,protein-coding,REVIEWED,REVIEWED,6187
23270,TSPYL4,6,protein-coding,VALIDATED,VALIDATED,4135
85453,TSPYL5,8,protein-coding,VALIDATED,VALIDATED,4463
388951,TSPYL6,2,protein-coding,VALIDATED,VALIDATED,3095
55720,TSR1,17,protein-coding,VALIDATED,VALIDATED,14707
90121,TSR2,X,protein-coding,REVIEWED,REVIEWED,7658
115939,TSR3,16,protein-coding,VALIDATED,VALIDATED,2633
10078,TSSC4,11,protein-coding,REVIEWED,REVIEWED,5467
83942,TSSK1B,5,protein-coding,VALIDATED,VALIDATED,2478
23617,TSSK2,22,protein-coding,VALIDATED,VALIDATED,1816
81629,TSSK3,1,protein-coding,REVIEWED,REVIEWED,12546
283629,TSSK4,14,protein-coding,REVIEWED,REVIEWED,2839
83983,TSSK6,19,protein-coding,REVIEWED,REVIEWED,1442
7263,TST,22,protein-coding,REVIEWED,REVIEWED,9325
7264,TSTA3,8,protein-coding,REVIEWED,REVIEWED,5426
100131187,TSTD1,1,protein-coding,VALIDATED,VALIDATED,1354
158427,TSTD2,9,protein-coding,VALIDATED,VALIDATED,33601
100130890,TSTD3,6,protein-coding,VALIDATED,VALIDATED,153847
84630,TTBK1,6,protein-coding,REVIEWED,REVIEWED,44580
146057,TTBK2,15,protein-coding,REVIEWED,REVIEWED,182022
7265,TTC1,5,protein-coding,REVIEWED,REVIEWED,56446
54970,TTC12,11,protein-coding,VALIDATED,VALIDATED,71424
79573,TTC13,1,protein-coding,VALIDATED,VALIDATED,72632
151613,TTC14,3,protein-coding,VALIDATED,VALIDATED,16218
158248,TTC16,9,protein-coding,VALIDATED,VALIDATED,15537
55761,TTC17,11,protein-coding,VALIDATED,VALIDATED,136049
54902,TTC19,17,protein-coding,REVIEWED,REVIEWED,46049
199223,TTC21A,3,protein-coding,VALIDATED,VALIDATED,31349
79809,TTC21B,2,protein-coding,REVIEWED,REVIEWED,80477
55001,TTC22,1,protein-coding,REVIEWED,REVIEWED,22684
64927,TTC23,15,protein-coding,VALIDATED,VALIDATED,114913
153657,TTC23L,5,protein-coding,VALIDATED,VALIDATED,61348
164118,TTC24,1,protein-coding,VALIDATED,VALIDATED,6364
83538,TTC25,17,protein-coding,REVIEWED,REVIEWED,35924
79989,TTC26,7,protein-coding,VALIDATED,VALIDATED,58243
55622,TTC27,2,protein-coding,VALIDATED,VALIDATED,193032
23331,TTC28,22,protein-coding,VALIDATED,VALIDATED,701852
83894,TTC29,4,protein-coding,VALIDATED,VALIDATED,239249
7267,TTC3,21,protein-coding,VALIDATED,VALIDATED,129935
92104,TTC30A,2,protein-coding,VALIDATED,VALIDATED,4669
150737,TTC30B,2,protein-coding,VALIDATED,VALIDATED,2645
64427,TTC31,2,protein-coding,VALIDATED,VALIDATED,11513
130502,TTC32,2,protein-coding,VALIDATED,VALIDATED,5356
23548,TTC33,5,protein-coding,VALIDATED,VALIDATED,44395
100287898,TTC34,1,protein-coding,VALIDATED,VALIDATED,152750
143941,TTC36,11,protein-coding,REVIEWED,REVIEWED,3765
9652,TTC37,5,protein-coding,REVIEWED,REVIEWED,91111
55020,TTC38,22,protein-coding,VALIDATED,VALIDATED,26045
22996,TTC39A,1,protein-coding,VALIDATED,VALIDATED,57859
158219,TTC39B,9,protein-coding,VALIDATED,VALIDATED,140157
125488,TTC39C,18,protein-coding,VALIDATED,VALIDATED,143198
7268,TTC4,1,protein-coding,REVIEWED,REVIEWED,26836
91875,TTC5,14,protein-coding,VALIDATED,VALIDATED,16864
319089,TTC6,14,protein-coding,VALIDATED,VALIDATED,249470
57217,TTC7A,2,protein-coding,REVIEWED,REVIEWED,160008
145567,TTC7B,14,protein-coding,VALIDATED,VALIDATED,275892
123016,TTC8,14,protein-coding,REVIEWED,REVIEWED,53844
23508,TTC9,14,protein-coding,REVIEWED,REVIEWED,33574
148014,TTC9B,19,protein-coding,VALIDATED,VALIDATED,2342
283237,TTC9C,11,protein-coding,VALIDATED,VALIDATED,10564
7270,TTF1,9,protein-coding,REVIEWED,REVIEWED,31304
8458,TTF2,1,protein-coding,REVIEWED,REVIEWED,47151
9675,TTI1,20,protein-coding,VALIDATED,VALIDATED,50462
80185,TTI2,8,protein-coding,REVIEWED,REVIEWED,14728
7272,TTK,6,protein-coding,REVIEWED,REVIEWED,38505
150465,TTL,2,protein-coding,VALIDATED,VALIDATED,50520
25809,TTLL1,22,protein-coding,VALIDATED,VALIDATED,49913
254173,TTLL10,1,protein-coding,VALIDATED,VALIDATED,24228
158135,TTLL11,9,protein-coding,VALIDATED,VALIDATED,277933
23170,TTLL12,22,protein-coding,VALIDATED,VALIDATED,20510
83887,TTLL2,6,protein-coding,VALIDATED,VALIDATED,17646
26140,TTLL3,3,protein-coding,VALIDATED,VALIDATED,26397
9654,TTLL4,2,protein-coding,VALIDATED,VALIDATED,46650
23093,TTLL5,14,protein-coding,REVIEWED,REVIEWED,293875
284076,TTLL6,17,protein-coding,VALIDATED,VALIDATED,55017
79739,TTLL7,1,protein-coding,VALIDATED,VALIDATED,134167
164714,TTLL8,22,protein-coding,VALIDATED,VALIDATED,39653
164395,TTLL9,20,protein-coding,VALIDATED,VALIDATED,74331
7273,TTN,2,protein-coding,REVIEWED,REVIEWED,281435
7274,TTPA,8,protein-coding,REVIEWED,REVIEWED,27036
79183,TTPAL,20,protein-coding,VALIDATED,VALIDATED,18734
7276,TTR,18,protein-coding,REVIEWED,REVIEWED,7258
57348,TTYH1,19,protein-coding,REVIEWED,REVIEWED,21289
94015,TTYH2,17,protein-coding,REVIEWED,REVIEWED,48464
80727,TTYH3,7,protein-coding,REVIEWED,REVIEWED,32834
7275,TUB,11,protein-coding,REVIEWED,REVIEWED,86928
7846,TUBA1A,12,protein-coding,REVIEWED,REVIEWED,4530
10376,TUBA1B,12,protein-coding,VALIDATED,VALIDATED,3740
84790,TUBA1C,12,protein-coding,VALIDATED,VALIDATED,45413
7278,TUBA3C,13,protein-coding,REVIEWED,REVIEWED,8083
113457,TUBA3D,2,protein-coding,REVIEWED,REVIEWED,6928
112714,TUBA3E,2,protein-coding,REVIEWED,REVIEWED,6717
7277,TUBA4A,2,protein-coding,REVIEWED,REVIEWED,4898
80086,TUBA4B,2,protein-coding,VALIDATED,VALIDATED,18955
51807,TUBA8,22,protein-coding,REVIEWED,REVIEWED,21045
79861,TUBAL3,10,protein-coding,VALIDATED,VALIDATED,11733
203068,TUBB,6,protein-coding,REVIEWED,REVIEWED,5226
81027,TUBB1,20,protein-coding,REVIEWED,REVIEWED,10629
7280,TUBB2A,6,protein-coding,REVIEWED,REVIEWED,3884
347733,TUBB2B,6,protein-coding,REVIEWED,REVIEWED,3474
10381,TUBB3,16,protein-coding,REVIEWED,REVIEWED,14089
10382,TUBB4A,19,protein-coding,REVIEWED,REVIEWED,8530
10383,TUBB4B,9,protein-coding,VALIDATED,VALIDATED,2449
84617,TUBB6,18,protein-coding,VALIDATED,VALIDATED,22158
347688,TUBB8,10,protein-coding,REVIEWED,REVIEWED,3068
260334,TUBB8P12,18,protein-coding,VALIDATED,VALIDATED,26412
51174,TUBD1,17,protein-coding,VALIDATED,VALIDATED,33482
51175,TUBE1,6,protein-coding,REVIEWED,REVIEWED,16892
7283,TUBG1,17,protein-coding,REVIEWED,REVIEWED,5899
27175,TUBG2,17,protein-coding,VALIDATED,VALIDATED,7759
10844,TUBGCP2,10,protein-coding,VALIDATED,VALIDATED,33708
10426,TUBGCP3,13,protein-coding,VALIDATED,VALIDATED,121465
27229,TUBGCP4,15,protein-coding,REVIEWED,REVIEWED,38713
114791,TUBGCP5,15,protein-coding,VALIDATED,VALIDATED,56648
85378,TUBGCP6,22,protein-coding,REVIEWED,REVIEWED,27340
7284,TUFM,16,protein-coding,REVIEWED,REVIEWED,17152
7286,TUFT1,1,protein-coding,VALIDATED,VALIDATED,43290
7287,TULP1,6,protein-coding,REVIEWED,REVIEWED,15065
7288,TULP2,19,protein-coding,VALIDATED,VALIDATED,19405
7289,TULP3,12,protein-coding,REVIEWED,REVIEWED,50274
56995,TULP4,6,protein-coding,VALIDATED,VALIDATED,279593
286319,TUSC1,9,protein-coding,REVIEWED,REVIEWED,2470
11334,TUSC2,3,protein-coding,REVIEWED,REVIEWED,3330
7991,TUSC3,8,protein-coding,REVIEWED,REVIEWED,226563
64852,TUT1,11,protein-coding,REVIEWED,REVIEWED,16593
23318,TUT4,1,protein-coding,VALIDATED,VALIDATED,130189
79670,TUT7,9,protein-coding,VALIDATED,VALIDATED,66765
780776,TVP23A,16,protein-coding,REVIEWED,REVIEWED,60869
51030,TVP23B,17,protein-coding,VALIDATED,VALIDATED,25719
201158,TVP23C,17,protein-coding,VALIDATED,VALIDATED,61368
100533496,TVP23C-CDRT4,17,protein-coding,VALIDATED,VALIDATED,127617
5756,TWF1,12,protein-coding,REVIEWED,REVIEWED,12653
11344,TWF2,3,protein-coding,REVIEWED,REVIEWED,10558
7291,TWIST1,7,protein-coding,REVIEWED,REVIEWED,4626
117581,TWIST2,2,protein-coding,REVIEWED,REVIEWED,62517
221830,TWISTNB,7,protein-coding,VALIDATED,VALIDATED,13576
56652,TWNK,10,protein-coding,REVIEWED,REVIEWED,6877
57045,TWSG1,18,protein-coding,VALIDATED,VALIDATED,67654
7294,TXK,4,protein-coding,VALIDATED,VALIDATED,71819
200081,TXLNA,1,protein-coding,VALIDATED,VALIDATED,18617
167838,TXLNB,6,protein-coding,VALIDATED,VALIDATED,164868
55787,TXLNG,X,protein-coding,REVIEWED,REVIEWED,58088
7295,TXN,9,protein-coding,REVIEWED,REVIEWED,12829
25828,TXN2,22,protein-coding,REVIEWED,REVIEWED,14990
51061,TXNDC11,16,protein-coding,VALIDATED,VALIDATED,63799
51060,TXNDC12,1,protein-coding,REVIEWED,REVIEWED,36041
79770,TXNDC15,5,protein-coding,REVIEWED,REVIEWED,27864
57544,TXNDC16,14,protein-coding,VALIDATED,VALIDATED,121994
84817,TXNDC17,17,protein-coding,VALIDATED,VALIDATED,3640
84203,TXNDC2,18,protein-coding,VALIDATED,VALIDATED,2434
81567,TXNDC5,6,protein-coding,REVIEWED,REVIEWED,29301
255220,TXNDC8,9,protein-coding,VALIDATED,VALIDATED,36988
10190,TXNDC9,2,protein-coding,REVIEWED,REVIEWED,30214
10628,TXNIP,1,protein-coding,REVIEWED,REVIEWED,4206
9352,TXNL1,18,protein-coding,VALIDATED,VALIDATED,35868
10907,TXNL4A,18,protein-coding,REVIEWED,REVIEWED,61069
54957,TXNL4B,16,protein-coding,VALIDATED,VALIDATED,50056
7296,TXNRD1,12,protein-coding,REVIEWED,REVIEWED,134529
10587,TXNRD2,22,protein-coding,REVIEWED,REVIEWED,66475
114112,TXNRD3,3,protein-coding,REVIEWED,REVIEWED,48073
645840,TXNRD3NB,3,protein-coding,VALIDATED,VALIDATED,36777
7297,TYK2,19,protein-coding,REVIEWED,REVIEWED,30045
1890,TYMP,22,protein-coding,REVIEWED,REVIEWED,4334
7298,TYMS,18,protein-coding,REVIEWED,REVIEWED,15995
494514,TYMSOS,18,protein-coding,VALIDATED,VALIDATED,8721
7299,TYR,11,protein-coding,REVIEWED,REVIEWED,118195
7301,TYRO3,15,protein-coding,REVIEWED,REVIEWED,20317
7305,TYROBP,19,protein-coding,REVIEWED,REVIEWED,3909
7306,TYRP1,9,protein-coding,REVIEWED,REVIEWED,16892
219743,TYSND1,10,protein-coding,REVIEWED,REVIEWED,8760
55253,TYW1,7,protein-coding,REVIEWED,REVIEWED,242716
441250,TYW1B,7,protein-coding,REVIEWED,REVIEWED,253728
127253,TYW3,1,protein-coding,VALIDATED,VALIDATED,33526
129450,TYW5,2,protein-coding,VALIDATED,VALIDATED,26826
7307,U2AF1,21,protein-coding,REVIEWED,REVIEWED,15336
199746,U2AF1L4,19,protein-coding,VALIDATED,VALIDATED,2916
102724594,U2AF1L5,21,protein-coding,VALIDATED,VALIDATED,15347
11338,U2AF2,19,protein-coding,REVIEWED,REVIEWED,20667
23350,U2SURP,3,protein-coding,VALIDATED,VALIDATED,59196
55075,UACA,15,protein-coding,REVIEWED,REVIEWED,124270
6675,UAP1,1,protein-coding,VALIDATED,VALIDATED,38404
91373,UAP1L1,9,protein-coding,VALIDATED,VALIDATED,7064
7317,UBA1,X,protein-coding,REVIEWED,REVIEWED,24329
10054,UBA2,19,protein-coding,VALIDATED,VALIDATED,41718
9039,UBA3,3,protein-coding,REVIEWED,REVIEWED,25644
79876,UBA5,3,protein-coding,REVIEWED,REVIEWED,25341
7311,UBA52,19,protein-coding,REVIEWED,REVIEWED,13695
55236,UBA6,4,protein-coding,VALIDATED,VALIDATED,85411
7318,UBA7,3,protein-coding,REVIEWED,REVIEWED,8754
10422,UBAC1,9,protein-coding,VALIDATED,VALIDATED,28412
337867,UBAC2,13,protein-coding,VALIDATED,VALIDATED,186075
124402,UBALD1,16,protein-coding,VALIDATED,VALIDATED,6044
283991,UBALD2,17,protein-coding,VALIDATED,VALIDATED,6094
51271,UBAP1,9,protein-coding,REVIEWED,REVIEWED,73519
390595,UBAP1L,15,protein-coding,VALIDATED,VALIDATED,26097
55833,UBAP2,9,protein-coding,REVIEWED,REVIEWED,127257
9898,UBAP2L,1,protein-coding,VALIDATED,VALIDATED,51339
53347,UBASH3A,21,protein-coding,REVIEWED,REVIEWED,43819
84959,UBASH3B,11,protein-coding,VALIDATED,VALIDATED,158790
7314,UBB,17,protein-coding,REVIEWED,REVIEWED,1953
7316,UBC,12,protein-coding,REVIEWED,REVIEWED,3397
10537,UBD,6,protein-coding,REVIEWED,REVIEWED,4314
7319,UBE2A,X,protein-coding,REVIEWED,REVIEWED,9963
7320,UBE2B,5,protein-coding,REVIEWED,REVIEWED,20933
11065,UBE2C,20,protein-coding,REVIEWED,REVIEWED,4382
7321,UBE2D1,10,protein-coding,REVIEWED,REVIEWED,35775
7322,UBE2D2,5,protein-coding,REVIEWED,REVIEWED,67269
7323,UBE2D3,4,protein-coding,REVIEWED,REVIEWED,74511
51619,UBE2D4,7,protein-coding,VALIDATED,VALIDATED,29715
7324,UBE2E1,3,protein-coding,REVIEWED,REVIEWED,85748
7325,UBE2E2,3,protein-coding,VALIDATED,VALIDATED,387799
10477,UBE2E3,2,protein-coding,REVIEWED,REVIEWED,83043
140739,UBE2F,2,protein-coding,VALIDATED,VALIDATED,75838
7326,UBE2G1,17,protein-coding,REVIEWED,REVIEWED,97458
7327,UBE2G2,21,protein-coding,REVIEWED,REVIEWED,33257
7328,UBE2H,7,protein-coding,REVIEWED,REVIEWED,122229
7329,UBE2I,16,protein-coding,REVIEWED,REVIEWED,17866
51465,UBE2J1,6,protein-coding,REVIEWED,REVIEWED,26531
118424,UBE2J2,1,protein-coding,REVIEWED,REVIEWED,19943
3093,UBE2K,4,protein-coding,REVIEWED,REVIEWED,84749
7332,UBE2L3,22,protein-coding,REVIEWED,REVIEWED,74588
171222,UBE2L5,13,protein-coding,VALIDATED,VALIDATED,7290
9246,UBE2L6,11,protein-coding,REVIEWED,REVIEWED,16676
9040,UBE2M,19,protein-coding,REVIEWED,REVIEWED,3265
7334,UBE2N,12,protein-coding,REVIEWED,REVIEWED,34025
389898,UBE2NL,X,protein-coding,REVIEWED,REVIEWED,1185
63893,UBE2O,17,protein-coding,VALIDATED,VALIDATED,63777
55585,UBE2Q1,1,protein-coding,REVIEWED,REVIEWED,10070
92912,UBE2Q2,15,protein-coding,VALIDATED,VALIDATED,57762
100505679,UBE2Q2L,15,protein-coding,VALIDATED,VALIDATED,14888
134111,UBE2QL1,5,protein-coding,VALIDATED,VALIDATED,59375
54926,UBE2R2,9,protein-coding,REVIEWED,REVIEWED,103240
27338,UBE2S,19,protein-coding,REVIEWED,REVIEWED,7158
29089,UBE2T,1,protein-coding,REVIEWED,REVIEWED,10310
148581,UBE2U,1,protein-coding,VALIDATED,VALIDATED,64580
7335,UBE2V1,20,protein-coding,REVIEWED,REVIEWED,34836
7336,UBE2V2,8,protein-coding,REVIEWED,REVIEWED,66016
55284,UBE2W,8,protein-coding,REVIEWED,REVIEWED,98814
65264,UBE2Z,17,protein-coding,VALIDATED,VALIDATED,20692
7337,UBE3A,15,protein-coding,REVIEWED,REVIEWED,102148
89910,UBE3B,12,protein-coding,REVIEWED,REVIEWED,66219
9690,UBE3C,7,protein-coding,VALIDATED,VALIDATED,130421
90025,UBE3D,6,protein-coding,VALIDATED,VALIDATED,185008
9354,UBE4A,11,protein-coding,REVIEWED,REVIEWED,39631
10277,UBE4B,1,protein-coding,REVIEWED,REVIEWED,148282
56061,UBFD1,16,protein-coding,VALIDATED,VALIDATED,16853
29914,UBIAD1,1,protein-coding,REVIEWED,REVIEWED,26375
5412,UBL3,13,protein-coding,VALIDATED,VALIDATED,86276
8266,UBL4A,X,protein-coding,VALIDATED,VALIDATED,2954
164153,UBL4B,1,protein-coding,VALIDATED,VALIDATED,1508
59286,UBL5,19,protein-coding,VALIDATED,VALIDATED,2242
84993,UBL7,15,protein-coding,VALIDATED,VALIDATED,15853
134510,UBLCP1,5,protein-coding,VALIDATED,VALIDATED,22974
29855,UBN1,16,protein-coding,REVIEWED,REVIEWED,35737
254048,UBN2,7,protein-coding,VALIDATED,VALIDATED,101014
22888,UBOX5,20,protein-coding,REVIEWED,REVIEWED,52338
7342,UBP1,3,protein-coding,VALIDATED,VALIDATED,52070
29979,UBQLN1,9,protein-coding,REVIEWED,REVIEWED,48291
29978,UBQLN2,X,protein-coding,REVIEWED,REVIEWED,3418
50613,UBQLN3,11,protein-coding,REVIEWED,REVIEWED,2686
56893,UBQLN4,1,protein-coding,VALIDATED,VALIDATED,20697
143630,UBQLNL,11,protein-coding,VALIDATED,VALIDATED,2334
197131,UBR1,15,protein-coding,REVIEWED,REVIEWED,163192
23304,UBR2,6,protein-coding,REVIEWED,REVIEWED,129601
130507,UBR3,2,protein-coding,VALIDATED,VALIDATED,256670
23352,UBR4,1,protein-coding,REVIEWED,REVIEWED,139827
51366,UBR5,8,protein-coding,REVIEWED,REVIEWED,160417
55148,UBR7,14,protein-coding,REVIEWED,REVIEWED,22160
80019,UBTD1,10,protein-coding,REVIEWED,REVIEWED,72329
92181,UBTD2,5,protein-coding,VALIDATED,VALIDATED,74153
7343,UBTF,17,protein-coding,REVIEWED,REVIEWED,16594
642623,UBTFL1,11,protein-coding,VALIDATED,VALIDATED,1182
51035,UBXN1,11,protein-coding,VALIDATED,VALIDATED,2620
127733,UBXN10,1,protein-coding,VALIDATED,VALIDATED,13042
91544,UBXN11,1,protein-coding,REVIEWED,REVIEWED,35984
165324,UBXN2A,2,protein-coding,VALIDATED,VALIDATED,73829
137886,UBXN2B,8,protein-coding,VALIDATED,VALIDATED,40245
23190,UBXN4,2,protein-coding,VALIDATED,VALIDATED,43445
80700,UBXN6,19,protein-coding,VALIDATED,VALIDATED,13754
26043,UBXN7,3,protein-coding,VALIDATED,VALIDATED,106665
7993,UBXN8,8,protein-coding,REVIEWED,REVIEWED,37876
7345,UCHL1,4,protein-coding,REVIEWED,REVIEWED,11549
7347,UCHL3,13,protein-coding,REVIEWED,REVIEWED,56541
51377,UCHL5,1,protein-coding,VALIDATED,VALIDATED,47888
83549,UCK1,9,protein-coding,REVIEWED,REVIEWED,7480
7371,UCK2,1,protein-coding,REVIEWED,REVIEWED,84124
54963,UCKL1,20,protein-coding,REVIEWED,REVIEWED,16619
221044,UCMA,10,protein-coding,REVIEWED,REVIEWED,12563
7349,UCN,2,protein-coding,REVIEWED,REVIEWED,1046
90226,UCN2,3,protein-coding,REVIEWED,REVIEWED,2051
114131,UCN3,10,protein-coding,REVIEWED,REVIEWED,9684
7350,UCP1,4,protein-coding,REVIEWED,REVIEWED,13145
7351,UCP2,11,protein-coding,REVIEWED,REVIEWED,8202
7352,UCP3,11,protein-coding,REVIEWED,REVIEWED,8957
55293,UEVLD,11,protein-coding,VALIDATED,VALIDATED,59233
51506,UFC1,1,protein-coding,VALIDATED,VALIDATED,26154
7353,UFD1,22,protein-coding,REVIEWED,REVIEWED,29275
23376,UFL1,6,protein-coding,VALIDATED,VALIDATED,33451
51569,UFM1,13,protein-coding,VALIDATED,VALIDATED,13237
402682,UFSP1,7,protein-coding,VALIDATED,VALIDATED,996
55325,UFSP2,4,protein-coding,REVIEWED,REVIEWED,26446
7357,UGCG,9,protein-coding,REVIEWED,REVIEWED,38609
7358,UGDH,4,protein-coding,REVIEWED,REVIEWED,28844
56886,UGGT1,2,protein-coding,VALIDATED,VALIDATED,104498
55757,UGGT2,13,protein-coding,VALIDATED,VALIDATED,251903
7360,UGP2,2,protein-coding,REVIEWED,REVIEWED,50599
54658,UGT1A1,2,protein-coding,REVIEWED,REVIEWED,13027
54575,UGT1A10,2,protein-coding,REVIEWED,REVIEWED,136829
54659,UGT1A3,2,protein-coding,REVIEWED,REVIEWED,44173
54657,UGT1A4,2,protein-coding,REVIEWED,REVIEWED,54508
54579,UGT1A5,2,protein-coding,REVIEWED,REVIEWED,60308
54578,UGT1A6,2,protein-coding,REVIEWED,REVIEWED,81631
54577,UGT1A7,2,protein-coding,REVIEWED,REVIEWED,91362
54576,UGT1A8,2,protein-coding,REVIEWED,REVIEWED,155655
54600,UGT1A9,2,protein-coding,REVIEWED,REVIEWED,101408
10941,UGT2A1,4,protein-coding,REVIEWED,REVIEWED,64833
574537,UGT2A2,4,protein-coding,VALIDATED,VALIDATED,51226
79799,UGT2A3,4,protein-coding,VALIDATED,VALIDATED,23342
7365,UGT2B10,4,protein-coding,VALIDATED,VALIDATED,16046
10720,UGT2B11,4,protein-coding,VALIDATED,VALIDATED,24791
7366,UGT2B15,4,protein-coding,REVIEWED,REVIEWED,24180
7367,UGT2B17,4,protein-coding,REVIEWED,REVIEWED,39171
54490,UGT2B28,4,protein-coding,REVIEWED,REVIEWED,14622
7363,UGT2B4,4,protein-coding,VALIDATED,VALIDATED,45850
7364,UGT2B7,4,protein-coding,VALIDATED,VALIDATED,61724
133688,UGT3A1,5,protein-coding,VALIDATED,VALIDATED,47967
167127,UGT3A2,5,protein-coding,VALIDATED,VALIDATED,36342
7368,UGT8,4,protein-coding,REVIEWED,REVIEWED,89513
127933,UHMK1,1,protein-coding,REVIEWED,REVIEWED,32456
29128,UHRF1,19,protein-coding,REVIEWED,REVIEWED,59075
54887,UHRF1BP1,6,protein-coding,VALIDATED,VALIDATED,85498
23074,UHRF1BP1L,12,protein-coding,VALIDATED,VALIDATED,116614
115426,UHRF2,9,protein-coding,REVIEWED,REVIEWED,93909
51720,UIMC1,5,protein-coding,REVIEWED,REVIEWED,117636
80329,ULBP1,6,protein-coding,REVIEWED,REVIEWED,9742
80328,ULBP2,6,protein-coding,REVIEWED,REVIEWED,7298
79465,ULBP3,6,protein-coding,REVIEWED,REVIEWED,8102
8408,ULK1,12,protein-coding,VALIDATED,VALIDATED,28429
9706,ULK2,17,protein-coding,REVIEWED,REVIEWED,97099
25989,ULK3,15,protein-coding,VALIDATED,VALIDATED,7096
54986,ULK4,3,protein-coding,REVIEWED,REVIEWED,715842
729852,UMAD1,7,protein-coding,VALIDATED,VALIDATED,238588
7369,UMOD,16,protein-coding,REVIEWED,REVIEWED,23251
89766,UMODL1,21,protein-coding,VALIDATED,VALIDATED,80038
7372,UMPS,3,protein-coding,REVIEWED,REVIEWED,18908
9094,UNC119,17,protein-coding,REVIEWED,REVIEWED,5957
84747,UNC119B,12,protein-coding,VALIDATED,VALIDATED,13206
23025,UNC13A,19,protein-coding,REVIEWED,REVIEWED,87017
10497,UNC13B,9,protein-coding,REVIEWED,REVIEWED,243370
440279,UNC13C,15,protein-coding,VALIDATED,VALIDATED,791036
201294,UNC13D,17,protein-coding,REVIEWED,REVIEWED,17493
55898,UNC45A,15,protein-coding,REVIEWED,REVIEWED,23914
146862,UNC45B,17,protein-coding,REVIEWED,REVIEWED,41553
25972,UNC50,2,protein-coding,VALIDATED,VALIDATED,9968
90249,UNC5A,5,protein-coding,VALIDATED,VALIDATED,70340
219699,UNC5B,10,protein-coding,VALIDATED,VALIDATED,90345
8633,UNC5C,4,protein-coding,REVIEWED,REVIEWED,386707
222643,UNC5CL,6,protein-coding,VALIDATED,VALIDATED,12299
137970,UNC5D,8,protein-coding,VALIDATED,VALIDATED,561094
57578,UNC79,14,protein-coding,REVIEWED,REVIEWED,377255
285175,UNC80,2,protein-coding,REVIEWED,REVIEWED,227376
54346,UNC93A,6,protein-coding,VALIDATED,VALIDATED,46983
81622,UNC93B1,11,protein-coding,REVIEWED,REVIEWED,13026
340260,UNCX,7,protein-coding,REVIEWED,REVIEWED,4945
7374,UNG,12,protein-coding,REVIEWED,REVIEWED,13400
85451,UNK,17,protein-coding,VALIDATED,VALIDATED,41035
64718,UNKL,16,protein-coding,REVIEWED,REVIEWED,51545
51733,UPB1,22,protein-coding,REVIEWED,REVIEWED,33622
5976,UPF1,19,protein-coding,REVIEWED,REVIEWED,36828
26019,UPF2,10,protein-coding,REVIEWED,REVIEWED,123149
65110,UPF3A,13,protein-coding,REVIEWED,REVIEWED,24234
65109,UPF3B,X,protein-coding,REVIEWED,REVIEWED,47718
11045,UPK1A,19,protein-coding,REVIEWED,REVIEWED,11970
7348,UPK1B,3,protein-coding,REVIEWED,REVIEWED,31576
7379,UPK2,11,protein-coding,REVIEWED,REVIEWED,2262
7380,UPK3A,22,protein-coding,REVIEWED,REVIEWED,10888
105375355,UPK3B,7,protein-coding,VALIDATED,VALIDATED,6180
100134938,UPK3BL1,7,protein-coding,VALIDATED,VALIDATED,5767
7378,UPP1,7,protein-coding,REVIEWED,REVIEWED,20439
151531,UPP2,2,protein-coding,VALIDATED,VALIDATED,140976
139596,UPRT,X,protein-coding,REVIEWED,REVIEWED,148519
55245,UQCC1,20,protein-coding,REVIEWED,REVIEWED,109577
84300,UQCC2,6,protein-coding,REVIEWED,REVIEWED,14991
790955,UQCC3,11,protein-coding,REVIEWED,REVIEWED,2037
29796,UQCR10,22,protein-coding,VALIDATED,VALIDATED,3045
10975,UQCR11,19,protein-coding,REVIEWED,REVIEWED,8330
7381,UQCRB,8,protein-coding,REVIEWED,REVIEWED,8959
7384,UQCRC1,3,protein-coding,VALIDATED,VALIDATED,10667
7385,UQCRC2,16,protein-coding,REVIEWED,REVIEWED,30597
7386,UQCRFS1,19,protein-coding,VALIDATED,VALIDATED,5970
7388,UQCRH,1,protein-coding,VALIDATED,VALIDATED,13165
440567,UQCRHL,1,protein-coding,VALIDATED,VALIDATED,538
27089,UQCRQ,5,protein-coding,REVIEWED,REVIEWED,2218
9875,URB1,21,protein-coding,VALIDATED,VALIDATED,81985
9816,URB2,1,protein-coding,VALIDATED,VALIDATED,33985
55665,URGCP,7,protein-coding,VALIDATED,VALIDATED,50518
100534592,URGCP-MRPS24,7,protein-coding,VALIDATED,VALIDATED,40075
